N,P,K,temperature,humidity,ph,rainfall,label,Year before price(/quintal),Current price(/quintal),Percentage increase in price,recomandation
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange,3309,3524,6.497431248,orange
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange,3454,3635,5.2403011,orange
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange,3503,4336,23.77961747,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange,3117,3895,24.95989734,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange,3392,4041,19.13325472,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange,3159,4721,49.44602722,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange,3922,3888,-0.86690464,No
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange,3232,5146,59.22029703,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange,3098,3603,16.30083925,orange
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange,3266,5993,83.49663197,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange,3823,5120,33.92623594,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange,3542,5428,53.24675325,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange,3293,3941,19.67810507,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange,3566,4608,29.22041503,orange
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya,2216,3535,59.52166065,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya,2214,2989,35.00451671,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya,2749,3598,30.8839578,papaya
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya,2173,2123,-2.300966406,No
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya,2508,3856,53.74800638,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,2916,3225,10.59670782,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya,2264,2537,12.05830389,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya,2148,3014,40.31657356,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya,2296,2358,2.700348432,No
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya,2314,3354,44.94382022,papaya
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya,2665,2792,4.765478424,papaya
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya,2965,2982,0.573355818,No
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya,2347,3428,46.05879847,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya,2482,2549,2.699435939,No
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya,2405,3356,39.54261954,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya,2443,3872,58.49365534,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya,2564,3165,23.4399376,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya,2386,2809,17.72841576,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya,2655,3803,43.23917137,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,2137,2145,0.374356575,No
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,2857,2859,0.0700035,No
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,2489,3866,55.32342306,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,2557,2618,2.385608135,No
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya,2060,2722,32.13592233,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,2961,3236,9.287402904,papaya
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya,2058,2458,19.43634597,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya,2426,3818,57.37840066,papaya
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya,2709,3605,33.0749354,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,2283,3232,41.56811213,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,2121,3519,65.91230552,papaya
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya,2953,3910,32.40772096,papaya
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya,2276,3930,72.67135325,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya,2867,3162,10.28950122,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya,2432,3172,30.42763158,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya,2509,3571,42.32762057,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya,2513,3715,47.83127736,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya,2319,3078,32.72962484,papaya
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya,2426,2865,18.09563067,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya,2115,2303,8.888888889,papaya
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya,2166,3820,76.36195753,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya,2549,2575,1.020007846,No
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,2420,3544,46.44628099,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya,2044,2706,32.38747554,papaya
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya,2912,3109,6.76510989,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya,2464,2310,-6.25,No
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya,2241,2343,4.551539491,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya,2621,3983,51.96489889,papaya
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya,2356,2083,-11.58743633,No
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya,2972,2389,-19.61641992,No
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya,2422,2589,6.895127993,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,2112,2089,-1.089015152,No
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,2228,3780,69.65888689,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya,2656,2891,8.847891566,papaya
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya,2095,2949,40.76372315,papaya
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya,2909,2965,1.925060158,No
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya,2501,2741,9.596161535,papaya
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya,2907,3362,15.65187479,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya,2034,3123,53.53982301,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya,2134,3411,59.84067479,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya,2996,2770,-7.543391188,No
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya,2658,3559,33.89766742,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya,2338,2980,27.45936698,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya,2113,2542,20.30288689,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya,2138,2527,18.19457437,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya,2338,2638,12.8314799,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya,2484,2786,12.15780998,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,2452,2346,-4.323001631,No
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya,2053,2484,20.9936678,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya,2171,3252,49.79272225,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya,2763,2381,-13.82555194,No
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya,2033,3245,59.61633055,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya,2991,2518,-15.81410899,No
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya,2344,3848,64.16382253,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,2028,2631,29.73372781,papaya
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya,2144,3293,53.59141791,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya,2927,3500,19.57635805,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,2590,3034,17.14285714,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya,2284,2449,7.224168126,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya,2224,3487,56.78956835,papaya
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya,2105,2715,28.97862233,papaya
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya,2124,2231,5.037664783,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya,2265,2906,28.30022075,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya,2900,2170,-25.17241379,No
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya,2990,3901,30.46822742,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya,2355,2245,-4.670912951,No
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya,2056,2756,34.04669261,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya,2181,3841,76.11187529,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya,2204,3836,74.04718693,papaya
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya,2113,3476,64.5054425,papaya
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya,2400,3205,33.54166667,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya,2631,3536,34.39756746,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya,2847,2014,-29.25886898,No
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya,2031,2722,34.02264894,papaya
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya,2927,3007,2.733173898,No
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya,2000,2769,38.45,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya,2637,3489,32.30944255,papaya
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya,2556,2528,-1.095461659,No
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya,2998,2247,-25.05003336,No
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya,2735,3156,15.39305302,papaya
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya,2030,2416,19.01477833,papaya
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut,1739,1462,-15.92869465,No
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut,1773,1993,12.40834743,coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut,1495,1773,18.59531773,coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut,1418,1936,36.5303244,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut,1769,1514,-14.41492369,No
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut,1681,1557,-7.37656157,No
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut,1762,1892,7.377979569,coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut,1469,1644,11.9128659,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut,1494,1608,7.630522088,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut,1611,1894,17.56672874,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut,1479,1965,32.86004057,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut,1682,1408,-16.2901308,No
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut,1562,1690,8.194622279,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut,1439,1892,31.48019458,coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut,1388,1495,7.708933718,coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut,1745,1948,11.63323782,coconut
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,coconut,1474,1918,30.12211669,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut,1790,1865,4.189944134,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut,1572,1736,10.43256997,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut,1467,1681,14.58759373,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut,1568,1978,26.14795918,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut,1427,1770,24.03644008,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,1400,1433,2.357142857,No
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut,1401,1858,32.61955746,coconut
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut,1681,1773,5.472932778,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,1329,1741,31.00075245,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut,1489,1783,19.74479516,coconut
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut,1451,1631,12.40523777,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut,1440,1757,22.01388889,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut,1738,1722,-0.920598389,No
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut,1725,1418,-17.79710145,No
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,coconut,1352,1534,13.46153846,coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut,1478,1848,25.0338295,coconut
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut,1412,1575,11.54390935,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut,1339,1614,20.53771471,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut,1792,1713,-4.408482143,No
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut,1481,1802,21.67454423,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut,1620,1456,-10.12345679,No
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut,1361,1894,39.1623806,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut,1352,1940,43.49112426,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut,1776,1628,-8.333333333,No
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut,1468,1458,-0.68119891,No
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut,1547,1461,-5.559146736,No
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut,1593,1505,-5.524168236,No
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut,1531,1635,6.792945787,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut,1504,1996,32.71276596,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut,1652,1546,-6.416464891,No
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut,1304,1617,24.00306748,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut,1450,1889,30.27586207,coconut
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut,1676,1976,17.89976134,coconut
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,coconut,1347,1418,5.270972532,coconut
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut,1423,1955,37.38580464,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut,1352,1952,44.37869822,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut,1782,1415,-20.59483726,No
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,1533,1494,-2.544031311,No
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut,1702,1457,-14.39482961,No
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,coconut,1732,1572,-9.237875289,No
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut,1341,1754,30.79791201,coconut
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,coconut,1749,1871,6.975414523,coconut
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut,1363,1420,4.181951577,coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,1671,1647,-1.436265709,No
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut,1527,1635,7.072691552,coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut,1739,1868,7.418056354,coconut
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut,1412,1643,16.35977337,coconut
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut,1691,1913,13.12832643,coconut
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,coconut,1793,1614,-9.983268265,No
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut,1690,1458,-13.72781065,No
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut,1723,1548,-10.15670342,No
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut,1579,1505,-4.68651045,No
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut,1535,1637,6.64495114,coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut,1442,1504,4.299583911,coconut
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,coconut,1669,1427,-14.49970042,No
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut,1672,1611,-3.648325359,No
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut,1509,1591,5.434062293,coconut
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut,1404,1868,33.04843305,coconut
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut,1786,1857,3.975363942,No
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,coconut,1516,1956,29.0237467,coconut
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut,1474,1407,-4.545454545,No
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,coconut,1692,1824,7.80141844,coconut
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,coconut,1583,1409,-10.99178774,No
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut,1461,1710,17.04312115,coconut
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut,1594,1604,0.627352572,No
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,coconut,1622,1593,-1.787916153,No
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut,1675,1741,3.940298507,No
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut,1371,1848,34.79212254,coconut
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut,1742,1407,-19.23076923,No
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut,1454,1763,21.25171939,coconut
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut,1692,1639,-3.132387707,No
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut,1315,1998,51.9391635,coconut
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,coconut,1598,1785,11.70212766,coconut
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,coconut,1495,1581,5.752508361,coconut
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,coconut,1721,1773,3.021499128,No
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,coconut,1402,1964,40.08559201,coconut
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut,1523,1462,-4.005252791,No
27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,coconut,1752,1555,-11.24429224,No
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut,1798,1908,6.117908788,coconut
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut,1589,1563,-1.636249213,No
23,21,26,26.45488737,93.45042636,5.901495544,149.2220255,coconut,1654,1494,-9.673518742,No
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,coconut,1712,1616,-5.607476636,No
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut,1549,1828,18.0116204,coconut
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton,5624,6939,23.38193457,cotton
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton,5474,7828,43.00328827,cotton
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton,5124,7960,55.34738486,cotton
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton,5600,5424,-3.142857143,No
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton,5446,7547,38.57877341,cotton
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,cotton,5933,5726,-3.488960054,No
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton,5924,6202,4.692775152,cotton
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton,5470,7683,40.45703839,cotton
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,cotton,5812,7077,21.76531315,cotton
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,5450,7613,39.68807339,cotton
107,45,25,23.0865933,83.55546146,7.227745516,71.84080724,cotton,5311,5243,-1.280361514,No
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton,5736,5590,-2.545327755,No
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton,5760,6367,10.53819444,cotton
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton,5127,6185,20.63584942,cotton
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton,5122,5848,14.17415072,cotton
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton,5143,6031,17.26618705,cotton
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton,5324,7360,38.24192337,cotton
100,46,18,24.18586246,76.04203958,6.431689506,69.08056728,cotton,5803,5499,-5.238669654,No
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton,5525,6502,17.68325792,cotton
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton,5556,6709,20.75233981,cotton
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton,5582,5434,-2.651379434,No
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton,5121,7527,46.98301113,cotton
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton,5557,5997,7.917941335,cotton
100,41,22,22.4204752,84.55794703,7.318802162,93.46595573,cotton,5282,6939,31.37069292,cotton
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton,5737,6565,14.43263029,cotton
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton,5996,6205,3.485657105,No
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton,5210,5425,4.126679463,cotton
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton,5153,7362,42.8682321,cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton,5325,6470,21.50234742,cotton
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton,5795,5794,-0.017256255,No
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton,5266,5966,13.29282188,cotton
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,5491,6227,13.40375159,cotton
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton,5250,5968,13.67619048,cotton
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton,5232,5089,-2.733180428,No
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton,5237,5805,10.84590414,cotton
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton,5251,6828,30.03237479,cotton
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton,5408,5614,3.809171598,No
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton,5987,6644,10.97377652,cotton
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton,5280,5693,7.821969697,cotton
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton,5118,7609,48.671356,cotton
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton,5786,7064,22.08779813,cotton
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,5528,5494,-0.615050651,No
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton,5644,5093,-9.762579731,No
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton,5947,5295,-10.96351101,No
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton,5165,7463,44.49177154,cotton
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton,5873,7936,35.12685169,cotton
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,5555,5757,3.636363636,No
108,38,24,23.41022496,76.43836957,7.442217061,78.82199603,cotton,5259,7266,38.16314889,cotton
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton,5977,6046,1.154425297,No
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton,5412,5103,-5.709534368,No
140,40,17,22.72767171,77.07598065,6.006085786,77.55176318,cotton,5867,5260,-10.34600307,No
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton,5595,6497,16.12153709,cotton
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton,5457,7642,40.04031519,cotton
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton,5187,5280,1.792943898,No
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton,5546,5807,4.706094483,cotton
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,cotton,5635,6432,14.14374445,cotton
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton,5295,5603,5.81680831,cotton
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton,5127,7426,44.84103764,cotton
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton,5117,5414,5.804182138,cotton
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,cotton,5102,6683,30.9878479,cotton
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,cotton,5459,7901,44.73346767,cotton
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton,5426,5086,-6.26612606,No
123,44,21,25.78544484,75.00539324,7.641116569,91.39578861,cotton,5904,6011,1.812330623,No
112,49,25,25.68959532,77.90621048,6.470135478,66.19426787,cotton,5689,6506,14.36104764,cotton
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton,5910,5855,-0.930626058,No
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton,5962,7380,23.78396511,cotton
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton,5038,7512,49.10678841,cotton
134,52,18,23.9643129,76.59175937,7.994679507,76.13090645,cotton,5594,6770,21.02252413,cotton
